10;MODELO;PESPONTO;PESP.;COLADEIRA;COLADEIRA;;;;;;;;;;;;;;COSTURA;TRISSE;;;
;950A614;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A615;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A615KIT;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950A622;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950B90;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950B90KIT;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950B93;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;950B93KIT;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;952869;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;952A548;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;952A598;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;952B90;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;952B93;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;955A758;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;955A759;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;955A760;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;955A761;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;95B32;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;960A678;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;970A685;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;970A686;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;970A687;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;970A688;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;980A277;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,2396;;;
;980A278;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,4754;;;
;980A279;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;980A280;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;980A282;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;980A312;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;6,1178;;;
;980A313;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,4754;;;
;980A314;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,3339;;;
;980A394;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;980A395;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,2985;;;
;980A396;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,0255;;;
;980A397;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;3,3948;;;
;980A399;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,5579;;;
;980A525;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;980A526;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;3,6777;;;
;980A537;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;3,4655;;;
;980A625;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;980A628;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9194;;;
;985A547;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;985A587;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;985A754;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;985A755;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;985A755PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;985A756;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;985A757;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;985A757PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;987A755;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;987A756;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;990A285;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;5,5048;;;
;990A300;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,3889;;;
;990A349;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;990A391;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;990A411;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,0629;;;
;990A412;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;990A413;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,3598;;;
;990A446;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;990A545;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;990A546;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;990A558;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;990A669;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,3418;;;
;990B221;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;990B397;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;995A679;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;995A681;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;995A682;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;3,3005;;;
;995A683;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
